AnonRef,Gender, Standard TV , Increase offered , Total Enhanced TV Offer ,Enhancement %, Age at offer ,NUTS3, TP Liability , Buyout Liability , Accounting Liability , Retirement Quote ,Month of Offer,B.6g Gross Disposable Income,Acceptances Received
ANON3476,F,329464,98839,428303,30,53.67,UKM26,483407,593256,376024,11796,May,15572.55469,N
ANON3477,M,89174,19326,108500,22,56.33,UKH15,123022,141350,99806,2877,May,15890.23828,N
ANON3478,M,134989,26811,161800,20,45.33,UKH15,210578,276062,157108,5358,May,15890.23828,N
ANON3479,M,248981,74694,323675,30,56.75,UKH15,343489,394660,278667,8032,May,15890.23828,Y
ANON3480,F,176148,52844,228992,30,57.33,UKH15,243010,279212,197150,5683,May,15890.23828,N
ANON3481,M,53790,5379,59169,10,40.42,UKM38,89187,124894,63839,2234,May,16095.20703,N
ANON3482,M,115464,34639,150103,30,53.58,UKM38,169415,207913,131781,4134,May,16095.20703,Y
ANON3483,F,51070,15321,66391,30,54.08,UKM38,74933,91960,58287,1828,May,16095.20703,Y
ANON3484,M,156466,46940,203406,30,50.33,UKH15,229575,281744,178578,5602,May,15890.23828,Y
ANON3485,M,25920,7776,33696,30,54.25,UKM36,38031,46673,29583,928,May,14616.55078,N
ANON3486,M,42975,9025,52000,21,46.08,UKM36,67039,87887,50017,1706,May,14616.55078,Y
ANON3487,F,29744,4456,34200,15,44.92,UKH15,49317,69062,35301,1235,May,15890.23828,N
ANON3488,M,28021,8406,36427,30,57.58,UKM33,38657,44416,31362,904,May,14867.0625,N
ANON3489,M,115531,34659,150190,30,51.83,UKH15,169513,208033,131858,4136,May,15890.23828,N
ANON3490,F,31266,9380,40646,30,58.67,UKH15,43134,49560,34994,1009,May,15890.23828,Y
ANON3491,M,464849,127051,591900,27,62.5,UKM38,602878,648512,510190,14749,May,16095.20703,Y
ANON3492,M,403320,100980,504300,25,63,UKM34,523079,562673,442659,12796,May,14593.86719,N
ANON3493,M,86762,21538,108300,25,46.42,UKH15,135345,177435,100979,3444,May,15890.23828,Y
ANON3494,M,40835,12265,53100,30,49.08,UKK11,63701,83511,47526,1621,May,16212.61719,N
ANON3495,M,39820,11946,51766,30,54.25,UKM26,58426,71703,45447,1426,May,15572.55469,Y
ANON3496,F,14438,4331,18769,30,58.75,UKJ44,19918,22886,16159,466,May,18383.45313,N
ANON3497,M,51370,10630,62000,21,45.75,UKM31,80135,105055,59787,2039,May,17751.28516,N
ANON3498,M,50605,6995,57600,14,63.33,UKM37,65631,70599,55541,1606,May,17301.26563,N
ANON3499,M,14558,4367,18925,30,51.08,UKM38,21360,26214,16615,521,May,16095.20703,N
ANON3500,M,43232,10468,53700,24,46.25,UKM31,67440,88413,50316,1716,May,17751.28516,N
ANON3501,M,93173,27952,121125,30,61.33,UKM22,120839,129986,102261,2956,May,15506.49609,N
ANON3502,M,65033,16167,81200,25,46.5,UKM38,101449,132997,75689,2581,May,16095.20703,N
ANON3503,M,45751,12049,57800,26,48.83,UKM34,71370,93564,53248,1816,May,14593.86719,Y
ANON3504,M,11579,1321,12900,11,61.42,UKM25,15017,16154,12708,367,May,19768.77734,N
ANON3505,M,37884,3788,41672,10,38.75,UKH12,66747,99834,45847,1647,May,18526.5625,Y
ANON3506,M,27410,2741,30151,10,37,UKH15,48293,72232,33171,1192,May,15890.23828,Y
ANON3507,M,27635,8291,35926,30,62.25,UKM36,35841,38554,30330,877,May,14616.55078,N
ANON3508,M,34525,7475,42000,22,57.33,UKM25,47630,54726,38641,1114,May,19768.77734,N
ANON3509,F,46018,13682,59700,30,49.67,UKM38,71786,94110,53558,1827,May,16095.20703,N
ANON3510,M,18838,1884,20722,10,38.33,UKH15,33190,49643,22798,819,May,15890.23828,N
ANON3512,M,20653,5247,25900,25,46.42,UKM38,32218,42237,24037,820,May,16095.20703,N
ANON3513,F,27663,8299,35962,30,51.67,UKF25,40589,49812,31572,990,May,16340.67969,Y
ANON3514,M,21138,3962,25100,19,45.25,UKM26,32974,43229,24602,839,May,15572.55469,N
ANON3515,F,27151,5749,32900,21,47.92,UKM26,42355,55526,31600,1078,May,15572.55469,N
ANON3516,M,89634,25066,114700,28,49.42,UKM26,139826,183308,104321,3558,May,15572.55469,N
ANON3517,M,58539,17562,76101,30,52.58,UKM36,85891,105409,66812,2096,May,14616.55078,N
ANON3518,M,40794,12238,53032,30,61.42,UKM33,52907,56912,44773,1294,May,14867.0625,N
ANON3519,M,34838,3484,38322,10,40.5,UKM36,57764,80890,41346,1447,May,14616.55078,N
ANON3520,M,31293,3129,34422,10,71.75,UKK15,38153,38427,33679,1036,May,18604.89844,N
ANON3521,F,26565,7970,34535,30,54.33,UKM38,38978,47835,30319,951,May,16095.20703,N
ANON3522,M,92130,27639,119769,30,51.25,UKF22,135178,165896,105150,3299,May,17097.42188,N
ANON3523,M,153188,45956,199144,30,56.17,UKH24,211335,242818,171453,4942,May,17512.24609,Y
ANON3524,F,52888,13012,65900,25,49.33,UKM38,82503,108160,61554,2099,May,16095.20703,N
ANON3525,M,101690,30507,132197,30,52.67,UKM34,149205,183110,116061,3641,May,14593.86719,N
ANON3526,F,11763,3529,15292,30,52.67,UKM38,17259,21181,13425,421,May,16095.20703,N
ANON3527,M,46123,5477,51600,12,62.08,UKJ37,59818,64346,50622,1463,May,19265.12109,Y
ANON3528,F,53468,15332,68800,29,51,UKM38,78451,96278,61024,1914,May,16095.20703,N
ANON3529,M,70232,8668,78900,12,51.67,UKJ25,103048,126465,80157,2515,May,24442.50781,N
ANON3530,M,55515,15685,71200,28,48.25,UKM38,86601,113532,64612,2203,May,16095.20703,N
ANON3531,M,68040,20412,88452,30,56.5,UKM28,93866,107850,76152,2195,May,15234.23828,Y
ANON3532,M,19737,1974,21711,10,42.75,UKH15,32725,45827,23424,820,May,15890.23828,N
ANON3533,M,57392,17218,74610,30,63.33,UKM38,74434,80068,62990,1821,May,16095.20703,Y
ANON3534,M,99300,24300,123600,24,47.17,UKH34,154904,203076,115571,3941,May,18784.33594,N
ANON3535,M,14755,4427,19182,30,63.75,UKM24,19136,20585,16194,468,May,17445.37891,N
ANON3536,M,15191,1519,16710,10,40.83,UKM28,25188,35272,18029,631,May,15234.23828,N
ANON3537,F,58490,17547,76037,30,51.92,UKM38,85820,105321,66756,2094,May,16095.20703,N
ANON3538,M,136855,41057,177912,30,50.25,UKM38,200801,246431,156195,4900,May,16095.20703,N
ANON3539,M,68910,20673,89583,30,61.17,UKH15,89372,96137,75631,2186,May,15890.23828,N
ANON3540,F,20365,6110,26475,30,51.75,UKM38,29881,36671,23243,729,May,16095.20703,N
ANON3541,F,123919,23681,147600,19,46.5,UKM35,193309,253423,144224,4919,May,17252.75,N
ANON3543,M,89283,26785,116068,30,60.92,UKM36,115794,124559,97992,2833,May,14616.55078,N
ANON3544,M,11108,1992,13100,18,43.33,UKM27,18418,25791,13183,461,May,18548.74219,N
ANON3545,M,43414,11486,54900,26,47.17,UKH15,67724,88785,50528,1723,May,15890.23828,N
ANON3546,M,267887,80366,348253,30,65.08,UKH15,326615,328956,288313,8866,May,15890.23828,Y
ANON3547,F,32461,6739,39200,21,47.75,UKM28,50638,66385,37780,1288,May,15234.23828,N
ANON3548,M,50319,10781,61100,21,44.92,UKM38,83432,116834,59719,2090,May,16095.20703,Y
ANON3549,F,7519,1581,9100,21,47,UKM38,11729,15377,8751,298,May,16095.20703,N
ANON3550,F,84543,19957,104500,24,49,UKM36,131884,172897,98396,3356,May,14616.55078,N
ANON3551,M,58951,12549,71500,21,45.67,UKM26,91961,120559,68611,2340,May,15572.55469,N
ANON3552,M,33348,7152,40500,21,45,UKM28,52022,68199,38812,1324,May,15234.23828,N
ANON3553,F,8376,838,9214,10,40.83,UKM34,13888,19448,9941,348,May,14593.86719,N
ANON3554,F,53527,7373,60900,14,63,UKH15,69421,74676,58748,1698,May,15890.23828,Y
ANON3555,M,215187,64413,279600,30,50.08,UKH15,315733,387481,245597,7704,May,15890.23828,N
ANON3556,F,16127,1673,17800,10,44.58,UKM28,26740,37445,19140,670,May,15234.23828,N
ANON3557,M,117622,35287,152909,30,52.92,UKH15,172581,211798,134244,4211,May,15890.23828,Y
ANON3558,M,148399,44520,192919,30,57.58,UKJ36,204728,235227,166093,4788,May,20162.10938,N
ANON3559,M,75708,22712,98420,30,59.42,UKK12,104445,120005,84735,2442,May,18320.59766,Y
ANON3560,M,60477,18143,78620,30,60.92,UKI63,78435,84372,66376,1919,May,21421,N
ANON3561,M,37536,10964,48500,29,50.17,UKH15,55075,67590,42841,1344,May,15890.23828,N
ANON3562,M,172298,51689,223987,30,54.33,UKH15,252805,310252,196647,6169,May,15890.23828,N
ANON3563,F,38189,4411,42600,12,44,UKM31,63320,88670,45323,1586,May,17751.28516,N
ANON3564,F,35421,10179,45600,29,49.75,UKK13,55255,72439,41225,1406,May,18606.27734,N
ANON3565,F,46380,13914,60294,30,50.75,UKM38,68051,83515,52934,1661,May,16095.20703,N
ANON3566,M,42748,9552,52300,22,45.92,UKM38,66685,87423,49753,1697,May,16095.20703,N
ANON3567,M,113524,31676,145200,28,48.67,UKM38,177093,232165,132126,4506,May,16095.20703,N
ANON3568,M,31636,3164,34800,10,40.75,UKF21,52455,73455,37546,1314,May,11734.62109,Y
ANON3569,M,66153,19847,86000,30,47.67,UKI74,103196,135288,76993,2626,May,20511.12891,N
ANON3570,M,33943,10183,44126,30,60.58,UKM25,44022,47354,37254,1077,May,19768.77734,N
ANON3571,M,163054,36746,199800,23,49.25,UKH15,254358,333457,189772,6472,May,15890.23828,N
ANON3572,M,37724,3772,41496,10,41.5,UKH15,62549,87590,44771,1567,May,15890.23828,Y
ANON3573,M,11146,3344,14490,30,54.92,UKM38,16354,20070,12721,399,May,16095.20703,N
ANON3574,M,151909,45573,197482,30,61.92,UKM28,197016,211929,166726,4820,May,15234.23828,Y
ANON3575,M,57789,17337,75126,30,62,UKM36,74948,80622,63426,1834,May,14616.55078,N
ANON3576,M,69300,8100,77400,12,67.67,UKH15,84492,85098,74584,2294,May,15890.23828,N
ANON3577,M,81160,15240,96400,19,60.92,UKH15,105259,113227,89076,2575,May,15890.23828,N
ANON3578,M,18678,1868,20546,10,36.58,UKM25,32909,49221,22604,812,May,19768.77734,N
ANON3579,M,17528,3372,20900,19,45.25,UKM25,27343,35846,20400,696,May,19768.77734,N
ANON3580,M,111836,33551,145387,30,60.42,UKK13,145044,156023,122744,3548,May,18606.27734,N
ANON3581,M,154839,15484,170323,10,40.67,UKL21,256733,359517,183765,6430,May,15993.11719,N
ANON3582,M,371580,111474,483054,30,64.5,UKH15,481914,518393,407823,11789,May,15890.23828,N
ANON3583,M,42618,4262,46880,10,42,UKH15,70663,98954,50580,1770,May,15890.23828,N
ANON3584,M,142435,42731,185166,30,58.08,UKH15,196500,225774,159418,4595,May,15890.23828,Y
ANON3585,M,63627,6363,69990,10,40.5,UKM50,105498,147734,75514,2642,May,19748.82813,N
ANON3586,F,29806,8942,38748,30,55.17,UKH15,41120,47245,33360,962,May,15890.23828,N
ANON3587,F,60698,18209,78907,30,64.17,UKM36,78721,84680,66618,1926,November,14616.55078,Y
ANON3588,M,13765,3435,17200,25,46.92,UKM38,21473,28150,16021,546,May,16095.20703,N
ANON3589,M,67150,6715,73865,10,61.67,UKM28,87089,93681,73700,2131,May,15234.23828,Y
ANON3590,M,61027,18308,79335,30,61,UKM26,79148,85139,66979,1936,May,15572.55469,N
ANON3591,M,210797,63239,274036,30,64.58,UKM35,273389,294084,231358,6688,May,17252.75,Y
ANON3592,M,182525,52175,234700,29,61.83,UKH15,236723,254641,200328,5791,May,15890.23828,N
ANON3593,M,16840,3860,20700,23,47.17,UKH15,26270,34439,19599,668,May,15890.23828,Y
ANON3594,M,46185,13856,60041,30,52,UKH15,67765,83164,52712,1654,May,15890.23828,N
ANON3595,M,133043,39913,172956,30,59.33,UKJ37,183543,210886,148906,4292,May,19265.12109,N
ANON3596,M,75196,7520,82716,10,40.83,UKH15,124680,174596,89244,3123,May,15890.23828,N
ANON3597,M,149048,44714,193762,30,52.75,UKH15,218691,268386,170112,5336,May,15890.23828,N
ANON3598,M,149456,14946,164402,10,44.25,UKK12,247808,347018,177377,6207,May,18320.59766,N
ANON3599,F,15182,1518,16700,10,40.08,UKM36,25173,35251,18018,631,May,14616.55078,N
ANON3600,F,47417,10983,58400,23,48.25,UKM36,73969,96971,55187,1882,May,14616.55078,N
ANON3601,M,22859,6241,29100,27,49.5,UKM34,35659,46748,26605,907,May,14593.86719,N
ANON3602,M,144916,43475,188391,30,53.33,UKJ13,212628,260946,165396,5188,May,23229.64844,N
ANON3603,M,133992,29908,163900,22,47.58,UKM26,209023,274023,155948,5318,May,15572.55469,N
ANON3604,M,34119,3412,37531,10,36.67,UKM38,60114,89912,41291,1483,May,16095.20703,N
